"","state","account.length","area.code","international.plan","voice.mail.plan","number.vmail.messages","total.day.minutes","total.day.calls","total.day.charge","total.eve.minutes","total.eve.calls","total.eve.charge","total.night.minutes","total.night.calls","total.night.charge","total.intl.minutes","total.intl.calls","total.intl.charge","number.customer.service.calls","Churn"
"538","45",0.926470588235294,0.0686274509803922,"1","2",0.44,0.452247191011236,0.438095238095238,0.452292441140025,0.433333333333333,0.415094339622642,0.433551198257081,0.205576208178439,0.519230769230769,0.20495867768595,0.366906474820144,0.222222222222222,0.368,0,"1"
"539","38",0.803921568627451,0.0686274509803922,"1","1",0,0.62816011235955,0.752380952380952,0.628046261875258,0.462222222222222,0.528301886792453,0.462309368191721,0.591078066914498,0.721153846153846,0.590909090909091,0.647482014388489,0.777777777777778,0.648,0,"1"
"540","35",0.284313725490196,0,"1","1",0,0.246137640449438,0.628571428571429,0.246179264766625,0.557777777777778,0.726415094339623,0.557734204793028,0.564312267657993,0.423076923076923,0.564462809917355,0.467625899280576,0.222222222222222,0.466666666666667,0.666666666666667,"1"
"541","2",0.225490196078431,0,"1","2",0.56,0.36376404494382,0.447619047619048,0.363692688971499,0.377777777777778,0.566037735849057,0.377777777777778,0.177695167286245,0.346153846153846,0.177685950413223,0.316546762589928,0.111111111111111,0.317333333333333,0.333333333333333,"1"
"542","40",0.730392156862745,0.0686274509803922,"1","2",0.58,0.604634831460674,0.285714285714286,0.604502271788517,0.340740740740741,0.0377358490566038,0.340740740740741,0.283271375464684,0.625,0.283471074380165,0.230215827338129,0,0.229333333333333,0,"1"
"544","28",0.122549019607843,0.0686274509803922,"1","1",0,0.691011235955056,0.59047619047619,0.691036761668732,0.557407407407407,0.764150943396226,0.557298474945534,0.468029739776952,0.442307692307692,0.467768595041322,0.00719424460431655,0.555555555555556,0.00799999999999998,1,"1"
"545","21",0.382352941176471,1,"1","2",0.62,0.229634831460674,0.40952380952381,0.22965716646014,0.655555555555556,0.820754716981132,0.655773420479303,0.0397769516728625,0.423076923076923,0.0396694214876033,0.633093525179856,0.777777777777778,0.632,1,"1"
"546","40",0.46078431372549,1,"1","2",0.54,0.322331460674157,0.561904761904762,0.322387443205287,0.677407407407407,0.39622641509434,0.67755991285403,0.752044609665428,0.644230769230769,0.752066115702479,0.611510791366906,0.222222222222222,0.610666666666667,0.333333333333333,"1"
"547","49",0.333333333333333,1,"2","1",0,0.850070224719101,0.40952380952381,0.850061957868649,0.676666666666667,0.405660377358491,0.676688453159041,0.391449814126394,0.673076923076923,0.390909090909091,0.359712230215827,1,0.36,0.666666666666667,"2"
"549","7",0.147058823529412,0.0686274509803922,"1","2",0.62,0.219101123595506,0.0666666666666667,0.219124328789756,0.667777777777778,0.462264150943396,0.66797385620915,0.703717472118959,0.798076923076923,0.704132231404959,0.179856115107914,0.222222222222222,0.178666666666667,0,"1"
"552","35",0.764705882352941,0.0686274509803922,"1","1",0,0.655898876404494,0.60952380952381,0.655927302767451,0.498888888888889,0.481132075471698,0.498910675381264,0.189219330855019,0.673076923076923,0.189256198347107,0.58273381294964,0.111111111111111,0.584,0.666666666666667,"1"
"553","11",0.21078431372549,1,"1","1",0,0.879213483146068,0.619047619047619,0.879182156133829,0.711111111111111,0.415094339622642,0.711111111111111,0.471003717472119,0.403846153846154,0.471074380165289,0.489208633093525,0.333333333333333,0.488,1,"2"
"554","45",0.294117647058824,1,"2","1",0,0.142205056179775,0.533333333333333,0.14209004543577,0.481111111111111,0.952830188679245,0.481045751633987,0.15724907063197,0.5,0.15702479338843,0.482014388489209,0.555555555555556,0.482666666666667,0.666666666666667,"1"
"555","33",0.313725490196078,0.0686274509803922,"1","1",0,0.389747191011236,0.314285714285714,0.389714993804213,0.714814814814815,0.433962264150943,0.715032679738562,0.311524163568773,0.567307692307692,0.311570247933884,0.669064748201439,0.555555555555556,0.669333333333333,0.666666666666667,"1"
"556","30",0.357843137254902,0.0686274509803922,"1","2",0.5,0.550912921348314,0.352380952380952,0.550805452292441,0.19962962962963,0.518867924528302,0.199564270152505,0.40817843866171,0.259615384615385,0.408264462809917,0.697841726618705,0.111111111111111,0.698666666666667,0.666666666666667,"1"
"557","32",0.598039215686274,0,"1","1",0,0.427668539325843,0.285714285714286,0.427715819909128,0.880740740740741,0.415094339622642,0.880610021786492,0.599256505576208,0.692307692307692,0.599173553719008,0.618705035971223,0.333333333333333,0.618666666666667,0,"1"
"558","44",0.279411764705882,0,"1","2",0.4,0.550561797752809,0.6,0.55059892606361,0.547037037037037,0.386792452830189,0.546840958605665,0.635315985130111,0.423076923076923,0.635537190082645,0.438848920863309,0.111111111111111,0.44,0.333333333333333,"1"
"559","27",0.357843137254902,0,"1","1",0,0.478932584269663,0.466666666666667,0.478934324659232,0.685555555555556,0.433962264150943,0.685403050108933,0.713382899628253,0.721153846153846,0.713223140495868,0.352517985611511,0.444444444444444,0.352,0.666666666666667,"2"
"560","6",0.607843137254902,0.0686274509803922,"1","1",0,0.330407303370787,0.476190476190476,0.330441966129698,0.261851851851852,0.490566037735849,0.261873638344227,0.901486988847584,0.682692307692308,0.901652892561983,0.309352517985612,0.555555555555556,0.309333333333333,0.666666666666667,"1"
"561","47",0.387254901960784,0.0686274509803922,"1","1",0,0.431530898876404,0.533333333333333,0.431433292028088,0.633333333333333,0.575471698113208,0.633551198257081,0.666914498141264,0.384615384615385,0.666942148760331,0.525179856115108,0,0.525333333333333,0.333333333333333,"1"
"562","40",0.254901960784314,0,"1","2",0.36,0.383075842696629,0.571428571428571,0.383106154481619,0.903703703703704,0.339622641509434,0.903703703703704,0.420074349442379,0.788461538461538,0.419834710743802,0.273381294964029,0.666666666666667,0.272,0,"1"
"563","51",0.480392156862745,0,"1","2",0.56,0.572331460674157,0.39047619047619,0.572284180090871,0.734074074074074,0.641509433962264,0.734204793028323,0.397769516728624,0.519230769230769,0.397520661157025,0.410071942446043,0.444444444444444,0.410666666666667,0.333333333333333,"1"
"564","14",0.480392156862745,0.0686274509803922,"1","1",0,0.378862359550562,0.561904761904762,0.378769103676167,0.11962962962963,0.547169811320755,0.119825708061002,0.613754646840149,0.336538461538462,0.61404958677686,0.539568345323741,0.444444444444444,0.538666666666667,0.333333333333333,"1"
"565","7",0.318627450980392,0.0686274509803922,"1","2",0.58,0.67310393258427,0.542857142857143,0.67306897976043,0.708888888888889,0.339622641509434,0.708932461873638,0.61635687732342,0.682692307692308,0.616528925619835,0.330935251798561,0,0.330666666666667,0.666666666666667,"1"
"566","22",0.470588235294118,1,"1","1",0,0.608497191011236,0.276190476190476,0.608426270136307,0.455555555555556,0.490566037735849,0.455773420479303,0.213011152416357,0.519230769230769,0.213223140495868,0.0935251798561151,0.333333333333333,0.0933333333333333,1,"1"
"567","4",0.362745098039216,1,"1","2",0.74,0.294241573033708,0.476190476190476,0.294299876084263,0.760740740740741,0.584905660377358,0.76078431372549,0.680297397769517,0.471153846153846,0.680165289256198,0.568345323741007,0.444444444444444,0.568,0.666666666666667,"1"
"568","21",0.411764705882353,1,"2","1",0,0.626053370786517,0.247619047619048,0.625980999586948,0.452592592592593,0.650943396226415,0.452723311546841,0.302602230483271,0.480769230769231,0.302479338842975,0.0143884892086331,0.666666666666667,0.0133333333333333,0.666666666666667,"1"
"569","16",0.524509803921569,1,"1","1",0,0.896418539325843,0.39047619047619,0.896323833126807,0.35037037037037,0.5,0.350326797385621,0.290706319702602,0.375,0.290909090909091,0.474820143884892,0.555555555555556,0.474666666666667,0.666666666666667,"1"
"570","28",0.647058823529412,0,"2","2",0.64,0.643960674157303,0.857142857142857,0.64394878149525,0.736666666666667,0.481132075471698,0.73681917211329,0.38364312267658,0.576923076923077,0.383471074380165,0.863309352517986,0.333333333333333,0.864,0.666666666666667,"2"
"571","9",0.245098039215686,1,"1","1",0,0.504915730337079,0.580952380952381,0.504956629491945,0.484814814814815,0.367924528301887,0.484967320261438,0.451672862453532,0.682692307692308,0.451239669421488,0.496402877697842,0.111111111111111,0.496,0.333333333333333,"1"
"572","24",0.906862745098039,0.0686274509803922,"1","2",0.52,0.128511235955056,0.571428571428571,0.12845931433292,0.412222222222222,0.641509433962264,0.412200435729848,0.85724907063197,0.403846153846154,0.85702479338843,0.798561151079137,0.222222222222222,0.8,0.666666666666667,"1"
"573","49",0.21078431372549,0.0686274509803922,"2","1",0,0.086376404494382,0.428571428571429,0.0863279636513837,0.774074074074074,0.320754716981132,0.774291938997821,0.271375464684015,0.576923076923077,0.271074380165289,0.532374100719424,0.222222222222222,0.533333333333333,0.333333333333333,"1"
"574","10",0.308823529411765,0,"1","2",0.62,0.670294943820225,0.39047619047619,0.670177612556795,0.675925925925926,0.575471698113208,0.675816993464052,0.376951672862454,0.730769230769231,0.376859504132231,0.402877697841727,0,0.402666666666667,1,"1"
"575","50",0.21078431372549,1,"1","1",0,0.668539325842696,0.704761904761905,0.668525402726146,0.77962962962963,0.292452830188679,0.779520697167756,0.795910780669145,0.278846153846154,0.795867768595041,0.467625899280576,0.444444444444444,0.466666666666667,0.666666666666667,"2"
"576","42",0.553921568627451,0.0686274509803922,"1","2",0.72,0.955758426966292,0.40952380952381,0.955596860801322,0.497407407407407,0.386792452830189,0.49760348583878,0.437918215613383,0.548076923076923,0.43801652892562,0.776978417266187,0.111111111111111,0.776,0.333333333333333,"1"
"577","10",0.446078431372549,0.0686274509803922,"1","1",0,0.576544943820225,0.257142857142857,0.576414704667493,0.595555555555556,0.669811320754717,0.595642701525055,0.564312267657993,0.307692307692308,0.564462809917355,0.741007194244604,0.555555555555556,0.741333333333333,1,"1"
"578","38",0.534313725490196,0,"1","1",0,0.393609550561798,0.619047619047619,0.393638992152003,0.422222222222222,0.424528301886792,0.422222222222222,0.276208178438662,0.682692307692308,0.27603305785124,0.597122302158273,0.333333333333333,0.597333333333333,0.666666666666667,"1"
"579","6",0.436274509803922,0,"1","2",0.6,0.512991573033708,0.276190476190476,0.513011152416357,0.606296296296296,0.443396226415094,0.606100217864924,0.291449814126394,0.730769230769231,0.290909090909091,0.309352517985612,0.222222222222222,0.309333333333333,0.333333333333333,"1"
"580","7",0.348039215686274,0,"1","2",0.42,0.523174157303371,0.580952380952381,0.523130937629079,0.996296296296296,0.358490566037736,0.996514161220044,0.451672862453532,0.682692307692308,0.451239669421488,0.942446043165468,0.333333333333333,0.944,0.333333333333333,"1"
"582","39",0.833333333333333,0.0686274509803922,"1","2",0.5,0.651334269662921,0.285714285714286,0.651177199504337,0.434074074074074,0.660377358490566,0.433986928104575,0.31635687732342,0.403846153846154,0.316528925619835,0.489208633093525,0.222222222222222,0.488,1,"1"
"583","33",0.504901960784314,0.0686274509803922,"1","1",0,0.444171348314607,0.59047619047619,0.444031391986782,0.331111111111111,0.39622641509434,0.331154684095861,0.38364312267658,0.663461538461538,0.383471074380165,0.525179856115108,0.777777777777778,0.525333333333333,0.333333333333333,"1"
"584","22",0.803921568627451,0,"1","1",0,0.396067415730337,0.266666666666667,0.396117306897976,0.470740740740741,0.424528301886792,0.470588235294118,0.914126394052045,0.432692307692308,0.914049586776859,0.496402877697842,0.111111111111111,0.496,0.333333333333333,"1"
"585","42",0.504901960784314,1,"1","1",0,0.689957865168539,0.771428571428571,0.689797604295746,0.841111111111111,0.415094339622642,0.840958605664488,0.439405204460967,0.298076923076923,0.439669421487603,0.460431654676259,0.555555555555556,0.461333333333333,0,"2"
"586","3",0.534313725490196,0,"1","1",0,0.0617977528089887,0.523809523809524,0.0617513424204874,0.365555555555556,0.716981132075472,0.36557734204793,0.50185873605948,0.576923076923077,0.501652892561983,0.489208633093525,0.444444444444444,0.488,0.333333333333333,"1"
"590","49",0.568627450980392,0,"1","2",0.28,0.149227528089888,0.323809523809524,0.149111937216026,0.566666666666667,0.518867924528302,0.566884531590414,0.211524163568773,0.519230769230769,0.211570247933884,0.37410071942446,0.111111111111111,0.373333333333333,0.333333333333333,"1"
"591","2",0.529411764705882,0,"1","1",0,0.63623595505618,0.552380952380952,0.63610078479967,0.866296296296296,0.367924528301887,0.866230936819172,0.345353159851301,0.596153846153846,0.345454545454545,0.568345323741007,0.333333333333333,0.568,0.666666666666667,"1"
"592","39",0.397058823529412,0,"1","1",0,0.308988764044944,0.466666666666667,0.308963238331268,0.524444444444444,0.839622641509434,0.524618736383442,0.436431226765799,0.528846153846154,0.436363636363636,0.683453237410072,0.111111111111111,0.682666666666667,0.333333333333333,"1"
"593","37",0.446078431372549,1,"1","1",0,0.486657303370787,0.361904761904762,0.486575795125981,0.101481481481482,0.726415094339623,0.101525054466231,0.526022304832714,0.567307692307692,0.525619834710744,0.446043165467626,0,0.445333333333333,0.666666666666667,"1"
"594","22",0.397058823529412,1,"1","2",0.58,0.595154494382023,0.60952380952381,0.595002065262288,0.696666666666667,0.839622641509434,0.696732026143791,0.385130111524164,0.423076923076923,0.385123966942149,0.438848920863309,0.444444444444444,0.44,0.666666666666667,"1"
"595","50",0.436274509803922,0.0686274509803922,"1","1",0,0.589887640449438,0.866666666666667,0.589838909541512,0.355185185185185,0.330188679245283,0.355119825708061,0.758364312267658,0.538461538461538,0.758677685950413,0.654676258992806,0.555555555555556,0.656,0.666666666666667,"1"
"597","24",0.602941176470588,1,"1","1",0,0.42064606741573,0.219047619047619,0.420693928128872,0.23962962962963,0.292452830188679,0.239651416122004,0.474721189591078,0.480769230769231,0.474380165289256,0.446043165467626,0.333333333333333,0.445333333333333,1,"1"
"598","35",0.186274509803922,0,"1","1",0,0.430828651685393,0.2,0.430813713341594,0.135555555555556,0.518867924528302,0.135511982570806,0.630483271375465,0.557692307692308,0.630578512396694,0.410071942446043,0.444444444444444,0.410666666666667,0.666666666666667,"1"
"599","4",0.406862745098039,0.0686274509803922,"1","1",0,0.425912921348315,0.314285714285714,0.425857083849649,0.377407407407407,0.754716981132076,0.377342047930283,0.378810408921933,0.509615384615385,0.378512396694215,0.640287769784173,0.444444444444444,0.64,0.333333333333333,"1"
"600","36",0.362745098039216,1,"1","2",0.92,0.61938202247191,0.142857142857143,0.619372160264353,0.49962962962963,0.594339622641509,0.499782135076253,0.673234200743494,0.75,0.673553719008264,0.41726618705036,0.555555555555556,0.416,0,"1"
"601","23",0.495098039215686,1,"1","1",0,0.227879213483146,0.4,0.227798430400661,0.666666666666667,0.273584905660377,0.666666666666667,0.389591078066915,0.884615384615385,0.389256198347107,0.410071942446043,0.333333333333333,0.410666666666667,0.666666666666667,"1"
"602","20",0.299019607843137,0.0686274509803922,"2","1",0,0.428370786516854,0.371428571428571,0.428335398595622,0.487037037037037,0.264150943396226,0.487145969498911,0.207806691449814,0.548076923076923,0.207438016528926,0.755395683453237,0.555555555555556,0.754666666666667,0,"2"
"603","50",0.696078431372549,1,"1","1",0,0.579705056179775,0.59047619047619,0.57971912432879,0.36962962962963,0.528301886792453,0.369498910675381,0.290706319702602,0.221153846153846,0.290909090909091,0.0863309352517985,0.333333333333333,0.0853333333333333,0.333333333333333,"1"
"604","23",0.254901960784314,0.0686274509803922,"1","1",0,0.0695224719101123,0.457142857142857,0.0695993391160677,0.738888888888889,0.783018867924528,0.738997821350763,0.663940520446097,0.769230769230769,0.663636363636364,0.589928057553957,0.555555555555556,0.589333333333333,1,"1"
